time_s,force_N
139.688000,0.095400
139.781000,0.095500
139.875000,0.095300
139.985000,0.095000
140.094000,0.095300
140.188000,0.095300
140.297000,0.094100
140.391000,0.095200
140.485000,0.094700
140.594000,0.094800
140.688000,0.094300
140.797000,0.093900
140.891000,0.093800
140.985000,0.094000
141.094000,0.094900
141.188000,0.094900
141.297000,0.094700
141.391000,0.094100
141.485000,0.095000
141.594000,0.095000
141.688000,0.094900
141.781000,0.095700
141.891000,0.095200
142.000000,0.095100
142.094000,0.095200
142.203000,0.096100
142.297000,0.095000
142.391000,0.095000
142.500000,0.095400
142.594000,0.095100
142.703000,0.095400
142.797000,0.095600
142.891000,0.095400
143.000000,0.094500
143.094000,0.095200
143.188000,0.095200
143.297000,0.094600
143.406000,0.094100
143.500000,0.093800
143.594000,0.095000
143.703000,0.094100
143.797000,0.095100
143.891000,0.094400
144.000000,0.094600
144.094000,0.094100
144.203000,0.093900
144.297000,0.094100
144.391000,0.094400
144.500000,0.094400
144.594000,0.094800
144.703000,0.094500
144.797000,0.093200
144.906000,0.093100
145.000000,0.093200
145.094000,0.092800
145.203000,0.093100
145.297000,0.093400
145.391000,0.092900
145.500000,0.093000
145.594000,0.093200
145.703000,0.093900
145.797000,0.094500
145.891000,0.094300
146.000000,0.094900
146.110000,0.094000
146.203000,0.094400
146.297000,0.094400
146.406000,0.093800
146.500000,0.093600
146.610000,0.093700
146.703000,0.093400
146.813000,0.093800
146.906000,0.093200
147.000000,0.093800
147.110000,0.093400
147.203000,0.094000
147.297000,0.093700
147.406000,0.094500
147.500000,0.094800
147.610000,0.094800
147.703000,0.094000
147.813000,0.094800
147.906000,0.094400
148.016000,0.094400
148.094000,0.095200
148.203000,0.094800
148.313000,0.095600
148.406000,0.096200
148.500000,0.095000
148.610000,0.094600
148.719000,0.095000
148.813000,0.094900
148.906000,0.094600
149.016000,0.094700
149.110000,0.095700
149.219000,0.094600
149.313000,0.095900
149.406000,0.096800
149.516000,0.096600
149.610000,0.096800
149.703000,0.097600
149.813000,0.097800
149.906000,0.097300
150.016000,0.098200
150.110000,0.097800
150.203000,0.097500
150.313000,0.096400
150.422000,0.096400
150.516000,0.097100
150.610000,0.096300
150.719000,0.096600
150.813000,0.096200
150.922000,0.097600
151.016000,0.097700
151.110000,0.098300
151.219000,0.098200
151.313000,0.098400
151.422000,0.098700
151.516000,0.098500
151.610000,0.098800
151.719000,0.098600
151.813000,0.099000
151.922000,0.099700
152.016000,0.099000
152.125000,0.099800
152.219000,0.099300
152.313000,0.099000
152.422000,0.099100
152.516000,0.099100
152.610000,0.099100
152.719000,0.099300
152.828000,0.099700
152.922000,0.099700
153.016000,0.100900
153.125000,0.101100
153.219000,0.100100
153.313000,0.100100
153.422000,0.099500
153.531000,0.099500
153.625000,0.100700
153.719000,0.099400
153.828000,0.100000
153.922000,0.100400
154.031000,0.100300
154.110000,0.100200
154.219000,0.100900
154.328000,0.100800
154.422000,0.100500
154.531000,0.100900
154.625000,0.100500
154.719000,0.100500
154.828000,0.101200
154.922000,0.100300
155.031000,0.099900
155.125000,0.100500
155.235000,0.101100
155.328000,0.102400
155.422000,0.101600
155.531000,0.099900
155.625000,0.100000
155.735000,0.100700
155.828000,0.100800
155.922000,0.100400
156.016000,0.101800
156.125000,0.100300
156.235000,0.100300
156.328000,0.100400
156.422000,0.100800
156.531000,0.099800
156.625000,0.100400
156.719000,0.100800
156.828000,0.100300
156.922000,0.101000
157.031000,0.100300
157.125000,0.099500
157.235000,0.100400
157.328000,0.099900
157.438000,0.099700
157.531000,0.100000
157.625000,0.099900
157.735000,0.100800
157.828000,0.099000
157.938000,0.099800
158.031000,0.100100
158.141000,0.100000
158.235000,0.100300
158.328000,0.100700
158.438000,0.100100
158.531000,0.100000
158.641000,0.101100
158.735000,0.101100
158.828000,0.100600
158.938000,0.100100
159.031000,0.100300
159.141000,0.099700
159.235000,0.100500
159.344000,0.100800
159.438000,0.101400
159.531000,0.100700
159.641000,0.101000
159.735000,0.100900
159.844000,0.100700
159.938000,0.100800
160.047000,0.099900
160.141000,0.099500
160.235000,0.099800
160.344000,0.101400
160.438000,0.101400
160.547000,0.100700
160.641000,0.100100
160.750000,0.100400
160.844000,0.100100
160.938000,0.101000
161.047000,0.100400
161.141000,0.100200
161.235000,0.100600
161.344000,0.101000
161.438000,0.100700
161.547000,0.100900
161.641000,0.101300
161.735000,0.101100
161.844000,0.101700
161.938000,0.100700
162.031000,0.100400
162.141000,0.100400
162.235000,0.100500
162.344000,0.100700
162.438000,0.100800
162.547000,0.101000
162.641000,0.100800
162.750000,0.101500
162.844000,0.101300
162.953000,0.101400
163.047000,0.102100
163.141000,0.101200
163.250000,0.101600
163.344000,0.101700
163.453000,0.101900
163.547000,0.102000
163.641000,0.101900
163.750000,0.101700
163.844000,0.101200
163.938000,0.102400
164.047000,0.101600
164.156000,0.101500
164.250000,0.101700
164.344000,0.101500
164.438000,0.101500
164.547000,0.101800
164.641000,0.102100
164.750000,0.101700
164.844000,0.102000
164.953000,0.101600
165.047000,0.101700
165.156000,0.100900
165.250000,0.100700
165.360000,0.100700
165.438000,0.100000
165.547000,0.099800
165.641000,0.099900
165.750000,0.100200
165.860000,0.099900
165.953000,0.100600
166.047000,0.101200
166.141000,0.101100
166.250000,0.100900
166.360000,0.100200
166.453000,0.099900
166.563000,0.101600
166.656000,0.099700
166.766000,0.099900
166.844000,0.099700
166.953000,0.099600
167.047000,0.099000
167.156000,0.099100
167.250000,0.099300
167.360000,0.099200
167.453000,0.099000
167.547000,0.099100
167.656000,0.098100
167.750000,0.099400
167.860000,0.098500
167.953000,0.099400
168.047000,0.099600
168.156000,0.099600
168.250000,0.099600
168.360000,0.099900
168.453000,0.100900
168.563000,0.099800
168.656000,0.100100
168.766000,0.100400
168.860000,0.100300
168.969000,0.100100
169.063000,0.100500
169.156000,0.100800
169.266000,0.099200
169.360000,0.100400
169.469000,0.099700
169.563000,0.100300
169.656000,0.099900
169.766000,0.100000
169.860000,0.100200
169.969000,0.100000
170.063000,0.100400
170.156000,0.099600
170.266000,0.099500
170.360000,0.099300
170.469000,0.100000
170.563000,0.100000
170.656000,0.100100
170.766000,0.099400
170.860000,0.099700
170.969000,0.099500
171.063000,0.099400
171.172000,0.100400
171.266000,0.100100
171.360000,0.100200
171.469000,0.100000
171.563000,0.099700
171.672000,0.099900
171.766000,0.100000
171.875000,0.099400
171.969000,0.099300
172.078000,0.099500
172.172000,0.099400
172.266000,0.099700
172.360000,0.099600
172.469000,0.099000
172.578000,0.099300
172.672000,0.099000
172.766000,0.099600
172.875000,0.099600
172.969000,0.099300
173.078000,0.099500
173.172000,0.100500
173.266000,0.100100
173.375000,0.100600
173.469000,0.100200
173.563000,0.100000
173.672000,0.099500
173.781000,0.100500
173.875000,0.100900
173.969000,0.100300
174.063000,0.100900
174.172000,0.099900
174.266000,0.100000
174.375000,0.099500
174.469000,0.099500
174.578000,0.100000
174.672000,0.100300
174.781000,0.099900
174.875000,0.100600
174.969000,0.100000
175.078000,0.100200
175.172000,0.099600
175.281000,0.099300
175.375000,0.099200
175.485000,0.100400
175.578000,0.100500
175.672000,0.101500
175.781000,0.100900
175.875000,0.100900
175.985000,0.100000
176.078000,0.100400
176.188000,0.100800
176.281000,0.099800
176.375000,0.100300
176.469000,0.100300
176.578000,0.100100
176.688000,0.100700
176.781000,0.100100
176.875000,0.100400
176.985000,0.100000
177.078000,0.101000
177.188000,0.100300
177.281000,0.100800
177.391000,0.100200
177.485000,0.100300
177.578000,0.100400
177.688000,0.099900
177.781000,0.100900
177.891000,0.101700
177.985000,0.101400
178.078000,0.101400
178.188000,0.101000
178.281000,0.101200
178.391000,0.101800
178.485000,0.100300
178.594000,0.100600
178.688000,0.100600
178.781000,0.101100
178.891000,0.100600
178.985000,0.100000
179.078000,0.101400
179.188000,0.101500
179.281000,0.101400
179.391000,0.101100
179.485000,0.100800
179.594000,0.100300
179.688000,0.100800
179.797000,0.100400
179.891000,0.100600
179.985000,0.100600
180.094000,0.099700
180.188000,0.100600
180.297000,0.100600
180.391000,0.101000
180.500000,0.100400
180.594000,0.100900
180.688000,0.100600
180.797000,0.100200
180.891000,0.100200
181.000000,0.100200
181.094000,0.099600
181.188000,0.099900
181.297000,0.099100
181.391000,0.099000
181.500000,0.099300
181.594000,0.101200
181.688000,0.100700
181.797000,0.100800
181.891000,0.100000
181.985000,0.099900
182.094000,0.099800
182.203000,0.101100
182.297000,0.099700
182.391000,0.099800
182.500000,0.099200
182.594000,0.099000
182.688000,0.099900
182.797000,0.099700
182.891000,0.100300
182.985000,0.099900
183.094000,0.099900
183.203000,0.100700
183.297000,0.099800
183.391000,0.099600
183.500000,0.099300
183.594000,0.100400
183.703000,0.099900
183.797000,0.100600
183.891000,0.100400
184.000000,0.099600
184.094000,0.098800
184.203000,0.099700
184.297000,0.099900
184.406000,0.100100
184.500000,0.099800
184.610000,0.099000
184.703000,0.100200
184.797000,0.099800
184.891000,0.100200
185.000000,0.101000
185.110000,0.100300
185.203000,0.101000
185.297000,0.100900
185.406000,0.100500
185.500000,0.101200
185.610000,0.100500
185.703000,0.099600
185.813000,0.099300
185.906000,0.099900
186.000000,0.099900
186.094000,0.100400
186.203000,0.099900
186.297000,0.099000
186.406000,0.099100
186.500000,0.099100
186.610000,0.101100
186.703000,0.101600
186.813000,0.100900
186.906000,0.100700
187.016000,0.101100
187.110000,0.100700
187.203000,0.101200
187.297000,0.101600
187.406000,0.101300
187.500000,0.100300
187.610000,0.099900
187.703000,0.099600
187.813000,0.099200
187.906000,0.098600
188.000000,0.099900
188.110000,0.098700
188.203000,0.099300
188.313000,0.099200
